Month,Date,Account,Subcategory,Category,Amount,Credit,Debit,Is Income,Is Expense
2025-05,2025-05-08,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),54.00,54.00,,False,False
2025-05,2025-05-08,NFCU Cash Rewards Visa,Gifts (Easter),Gifts (Discretionary),-25.00,,25.00,False,True
2025-05,2025-05-08,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-05,2025-05-09,NFCU Cash Rewards Visa,Utilities (Cell Phone),Utilities,-90.00,,90.00,False,True
2025-05,2025-05-09,BofA Checking,Salary - UPMC,"Income (Salary, Interest Earned/Tax Refunds)",250.00,250.00,,True,False
2025-05,2025-05-09,BofA Checking,Transfer between accounts,Transfers (Internal),-90.00,,90.00,False,False
2025-05,2025-05-09,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),90.00,90.00,,False,False
2025-05,2025-05-09,NFCU Cash Rewards Visa,Transportation (Vehicle Maintenance/Repair),Transportation Expenses,-11.17,,11.17,False,True
2025-05,2025-05-09,NFCU Cash Rewards Visa,Transportation (Vehicle Maintenance/Repair),Transportation Expenses,-23.87,,23.87,False,True
2025-05,2025-05-09,NFCU Cash Rewards Visa,Transportation (Vehicle Maintenance/Repair),Transportation Expenses,-267.32,,267.32,False,True
2025-05,2025-05-10,NFCU Cash Rewards Visa,Gifts (Mother's Day),Gifts (Discretionary),-73.83,,73.83,False,True
2025-05,2025-05-10,NFCU Cash Rewards Visa,Utilities (Streaming Services),Utilities,-19.25,,19.25,False,True
2025-05,2025-05-10,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-10.26,,10.26,False,True
2025-05,2025-05-12,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",11.26,11.26,,True,False
2025-05,2025-05-12,BofA Checking,Transfer between accounts,Transfers (Internal),-19.25,,19.25,False,False
2025-05,2025-05-12,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),19.25,19.25,,False,False
2025-05,2025-05-12,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-66.71,,66.71,False,True
2025-05,2025-05-12,NFCU AMEX,Finance Charges (Credit Cards),Finance Charges,-6.14,,6.14,False,False
2025-05,2025-05-13,NFCU AMEX,Healthcare (Medication),Medical/Healthcare,-76.98,,76.98,False,True
2025-05,2025-05-13,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-26.00,,26.00,False,True
2025-05,2025-05-13,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-63.16,,63.16,False,True
2025-05,2025-05-13,NFCU AMEX,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-8.79,,8.79,False,True
2025-05,2025-05-13,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",9.33,9.33,,True,False
2025-05,2025-05-14,NFCU Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",2216.29,2216.29,,True,False
2025-05,2025-05-14,NFCU Cash Rewards Visa,Grocery (Household-Cleaning/Health&Beauty),Grocery (Food/Cleaning/Pet/Health&Beauty),-9.60,,9.60,False,True
2025-05,2025-05-14,NFCU Cash Rewards Visa,Healthcare (Therapy),Medical/Healthcare,-25.00,,25.00,False,True
2025-05,2025-05-14,NFCU Cash Rewards Visa,Transportation Fees (Registration/Parking/Tolls/License),Transportation Expenses,-35.00,,35.00,False,True
2025-05,2025-05-15,NFCU Checking,Loan Payments (Vehicle),Transportation Expenses,-214.00,,214.00,False,True
2025-05,2025-05-15,FSA Dependent,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",208.33,208.33,,True,False
2025-05,2025-05-15,BofA Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",246.25,246.25,,True,False
2025-05,2025-05-15,BofA Checking,Insurance (Home),Insurance (Auto/Home/Umbrella/Misc),-91.75,,91.75,False,True
2025-05,2025-05-15,BofA Checking,Insurance (Umbrella),Insurance (Auto/Home/Umbrella/Misc),-9.67,,9.67,False,True
2025-05,2025-05-15,BofA Checking,Insurance (Auto),Insurance (Auto/Home/Umbrella/Misc),-184.67,,184.67,False,True
2025-05,2025-05-15,NFCU Vehicle Loan,Finance Charges (Loans),Finance Charges,-117.92,,117.92,False,False
2025-05,2025-05-15,NFCU Cash Rewards Visa,Healthcare (Psychiatry),Medical/Healthcare,-25.00,,25.00,False,True
2025-05,2025-05-16,NFCU Checking,Gifts (Birthday),Gifts (Discretionary),-120.00,,120.00,False,True
2025-05,2025-05-16,NFCU Checking,ATM Fees,Finance Charges,-4.95,,4.95,False,False
2025-05,2025-05-16,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-05,2025-05-18,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-12.13,,12.13,False,True
2025-05,2025-05-19,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",200.00,200.00,,True,False
2025-05,2025-05-19,FSA Dependent,Transfer between accounts,Transfers (Internal),-163.36,,163.36,False,False
2025-05,2025-05-19,FSA Health,Transfer between accounts,Transfers (Internal),-101.98,,101.98,False,False
2025-05,2025-05-19,NFCU Checking,Transfer between accounts,Transfers (Internal),265.34,265.34,,False,False
2025-05,2025-05-19,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-13.87,,13.87,False,True
2025-05,2025-05-21,BofA Checking,Utilities (Water),Utilities,-124.61,,124.61,False,True
2025-05,2025-05-21,NFCU Cash Rewards Visa,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-5.29,,5.29,False,True
2025-05,2025-05-21,NFCU Checking,Healthcare (Medication),Medical/Healthcare,-158.00,,158.00,False,True
2025-05,2025-05-21,NFCU Cash Rewards Visa,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-26.52,,26.52,False,True
2025-05,2025-05-22,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-29.00,,29.00,False,True
2025-05,2025-05-22,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-63.16,,63.16,False,True
2025-05,2025-05-22,NFCU Cash Rewards Visa,Housing (Home Goods),Housing (Repairs/Mortgage/Taxes),-213.81,,213.81,False,True
2025-05,2025-05-23,BofA Checking,Salary - UPMC,"Income (Salary, Interest Earned/Tax Refunds)",250.00,250.00,,True,False
2025-05,2025-05-23,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-05,2025-05-23,NFCU AMEX,Gifts (Special Occasion),Gifts (Discretionary),-20.00,,20.00,False,True
2025-05,2025-05-26,NFCU Cash Rewards Visa,Healthcare (Therapy),Medical/Healthcare,-25.00,,25.00,False,True
2025-05,2025-05-26,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-12.16,,12.16,False,True
2025-05,2025-05-26,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-27.42,,27.42,False,True
2025-05,2025-05-26,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-7.99,,7.99,False,True
2025-05,2025-05-27,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",7.26,7.26,,True,False
2025-05,2025-05-27,BofA Checking,Utilities (Internet),Utilities,-44.99,,44.99,False,True
2025-05,2025-05-27,NFCU Cash Rewards Visa,Utilities (Streaming Services),Utilities,-21.39,,21.39,False,True
2025-05,2025-05-28,BofA Checking,Transfer between accounts,Transfers (Internal),-21.39,,21.39,False,False
2025-05,2025-05-28,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),21.39,21.39,,False,False
2025-05,2025-05-28,NFCU Cash Rewards Visa,Utilities (Electricity),Utilities,-108.76,,108.76,False,True
2025-05,2025-05-28,BofA Checking,Transfer between accounts,Transfers (Internal),-108.76,,108.76,False,False
2025-05,2025-05-28,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),108.76,108.76,,False,False
2025-05,2025-05-28,NFCU Cash Rewards Visa,Healthcare (PCP-CoPay),Medical/Healthcare,-30.00,,30.00,False,True
2025-05,2025-05-29,NFCU Checking,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",5.94,5.94,,True,False
2025-05,2025-05-29,NFCU Checking,Transfer between accounts,Transfers (Internal),-5.94,,5.94,False,False
2025-05,2025-05-29,NFCU Savings,Transfer between accounts,Transfers (Internal),5.94,5.94,,False,False
2025-05,2025-05-30,NFCU Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",2185.42,2185.42,,True,False
2025-05,2025-05-30,BofA Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",242.82,242.82,,True,False
2025-05,2025-05-30,FSA Dependent,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",208.33,208.33,,True,False
2025-05,2025-05-30,NFCU Checking,Loan Payments (Mortgage Payments),Housing (Repairs/Mortgage/Taxes),-550.00,,550.00,False,True
2025-05,2025-05-30,FSA Dependent,Transfer between accounts,Transfers (Internal),-44.97,,44.97,False,False
2025-05,2025-05-30,FSA Health,Transfer between accounts,Transfers (Internal),-50.00,,50.00,False,False
2025-05,2025-05-30,NFCU Checking,Transfer between accounts,Transfers (Internal),94.97,94.97,,False,False
2025-05,2025-05-30,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",4.66,4.66,,True,False
2025-05,2025-05-30,NFCU Checking,Transfer between accounts,Transfers (Internal),-1803.57,,1803.57,False,False
2025-05,2025-05-30,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),1803.57,1803.57,,False,False
2025-05,2025-05-30,NFCU Checking,Transfer between accounts,Transfers (Internal),-1400.00,,1400.00,False,False
2025-05,2025-05-30,NFCU AMEX,Credit Card Payments,Transfers (Internal),1400.00,1400.00,,False,False
2025-05,2025-05-30,NFCU Cash Rewards Visa,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-44.61,,44.61,False,True
2025-05,2025-05-30,NFCU Cash Rewards Visa,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-32.71,,32.71,False,True
2025-05,2025-05-30,NFCU Cash Rewards Visa,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-18.17,,18.17,False,True
2025-05,2025-05-31,NFCU Savings,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",3.24,3.24,,True,False
2025-05,2025-05-31,NFCU Checking,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",0.16,0.16,,True,False
2025-05,2025-05-31,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-63.16,,63.16,False,True
2025-05,2025-05-31,NFCU AMEX,Healthcare (Medication),Medical/Healthcare,-45.89,,45.89,False,True
2025-05,2025-05-31,NFCU AMEX,Entertainment (Bakery),Entertainment (Travel/Attractions/Dining),-9.99,,9.99,False,True
2025-05,2025-05-31,NFCU Cash Rewards Visa,Personal (Subscriptions),Personal/Lifestyle (Discretionary),-21.20,,21.20,False,True
2025-05,2025-05-31,NFCU Cash Rewards Visa,Personal (Haircuts),Personal/Lifestyle (Discretionary),-47.00,,47.00,False,True
2025-05,2025-05-31,NFCU Cash Rewards Visa,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-53.03,37.05,90.08,False,True
2025-05,2025-05-31,NFCU Cash Rewards Visa,Clothing (Adult),Clothing (Adult/Child),0.00,8.47,8.47,False,True
2025-05,2025-05-31,Lending Club Savings,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",28.60,28.60,,True,False
2025-06,2025-06-01,BofA Checking,Transfer between accounts,Transfers (Internal),-67.06,,67.06,False,False
2025-06,2025-06-01,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),67.06,67.06,,False,False
2025-06,2025-06-02,NFCU Cash Rewards Visa,Transportation (Satellite Radio),Transportation Expenses,-21.38,,21.38,False,True
2025-06,2025-06-02,BofA Checking,Transfer between accounts,Transfers (Internal),-21.38,,21.38,False,False
2025-06,2025-06-02,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),21.38,21.38,,False,False
2025-06,2025-06-02,Lending Club Savings,Transfer between accounts,Transfers (Internal),250.00,250.00,,False,False
2025-06,2025-06-02,BofA Checking,Transfer between accounts,Transfers (Internal),-250.00,,250.00,False,False
2025-06,2025-06-03,NFCU Checking,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-52.34,,52.34,False,True
2025-06,2025-06-03,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-11.65,,11.65,False,True
2025-06,2025-06-03,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-32.27,,32.27,False,True
2025-06,2025-06-03,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-43.01,,43.01,False,True
2025-06,2025-06-03,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-2.59,,2.59,False,True
2025-06,2025-06-04,NFCU Cash Rewards Visa,Utilities (Natural Gas),Utilities,-67.06,,67.06,False,True
2025-06,2025-06-04,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-66.22,,66.22,False,True
2025-06,2025-06-04,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-11.82,1.29,13.11,False,True
2025-06,2025-06-04,NFCU Cash Rewards Visa,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-817.62,,817.62,False,True
2025-06,2025-06-05,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-11.58,,11.58,False,True
2025-06,2025-06-05,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-21.63,,21.63,False,True
2025-06,2025-06-06,BofA Checking,Salary - UPMC,"Income (Salary, Interest Earned/Tax Refunds)",250.00,250.00,,True,False
2025-06,2025-06-06,NFCU Checking,Personal (Subscriptions),Personal/Lifestyle (Discretionary),-5.87,,5.87,False,True
2025-06,2025-06-06,NFCU Checking,Daycare,Daycare,-147.28,,147.28,False,True
2025-06,2025-06-06,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-16.04,,16.04,False,True
2025-06,2025-06-06,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-19.35,,19.35,False,True
2025-06,2025-06-07,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-40.00,,40.00,False,True
2025-06,2025-06-07,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-39.51,,39.51,False,True
2025-06,2025-06-07,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-19.47,,19.47,False,True
2025-06,2025-06-07,NFCU AMEX,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-47.02,,47.02,False,True
2025-06,2025-06-07,NFCU Cash Rewards Visa,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-358.81,,358.81,False,True
2025-06,2025-06-07,NFCU Cash Rewards Visa,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-6.41,,6.41,False,True
2025-06,2025-06-08,NFCU Checking,Daycare,Daycare,-150.00,,150.00,False,True
2025-06,2025-06-08,NFCU AMEX,Healthcare (Medication),Medical/Healthcare,-2.98,,2.98,False,True
2025-06,2025-06-08,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",23.35,23.35,,True,False
2025-06,2025-06-08,NFCU Cash Rewards Visa,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-240.00,,240.00,False,True
2025-06,2025-06-08,NFCU Cash Rewards Visa,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-105.00,,105.00,False,True
2025-06,2025-06-09,NFCU AMEX,Healthcare (Medication),Medical/Healthcare,-11.79,,11.79,False,True
2025-06,2025-06-10,NFCU Cash Rewards Visa,Utilities (Cell Phone),Utilities,-90.00,,90.00,False,True
2025-06,2025-06-10,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",12.11,12.11,,True,False
2025-06,2025-06-10,NFCU Cash Rewards Visa,Healthcare (Therapy),Medical/Healthcare,-25.00,,25.00,False,True
2025-06,2025-06-10,FSA Dependent,Transfer between accounts,Transfers (Internal),-208.33,,208.33,False,False
2025-06,2025-06-10,FSA Health,Transfer between accounts,Transfers (Internal),-100.89,,100.89,False,False
2025-06,2025-06-10,NFCU Checking,Transfer between accounts,Transfers (Internal),309.22,309.22,,False,False
2025-06,2025-06-11,BofA Checking,Transfer between accounts,Transfers (Internal),-90.00,,90.00,False,False
2025-06,2025-06-11,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),90.00,90.00,,False,False
2025-06,2025-06-11,NFCU Cash Rewards Visa,Healthcare (Psychiatry),Medical/Healthcare,-25.00,,25.00,False,True
2025-06,2025-06-11,NFCU Cash Rewards Visa,Healthcare (Medication),Medical/Healthcare,-12.90,,12.90,False,True
2025-06,2025-06-11,NFCU Cash Rewards Visa,Housing (Home Goods),Housing (Repairs/Mortgage/Taxes),-47.62,,47.62,False,True
2025-06,2025-06-11,NFCU AMEX,Healthcare (Medication),Medical/Healthcare,-119.64,,119.64,False,True
2025-06,2025-06-12,NFCU Checking,Daycare,Daycare,-133.52,,133.52,False,True
2025-06,2025-06-12,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-06,2025-06-12,NFCU Cash Rewards Visa,Utilities (Streaming Services),Utilities,-19.25,,19.25,False,True
2025-06,2025-06-13,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),19.25,19.25,,False,False
2025-06,2025-06-13,BofA Checking,Transfer between accounts,Transfers (Internal),-19.25,,19.25,False,False
2025-06,2025-06-13,NFCU Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",2216.29,2216.29,,True,False
2025-06,2025-06-13,FSA Dependent,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",208.33,208.33,,True,False
2025-06,2025-06-13,BofA Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",246.25,246.25,,True,False
2025-06,2025-06-13,BofA Checking,Insurance (Auto),Insurance (Auto/Home/Umbrella/Misc),-184.67,0.00,184.67,False,True
2025-06,2025-06-14,NFCU Checking,Loan Payments (Vehicle),Transportation Expenses,-214.00,,214.00,False,True
2025-06,2025-06-14,NFCU Checking,Loan Payments (Vehicle),Transportation Expenses,-561.00,,561.00,False,True
2025-06,2025-06-14,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",5.80,5.80,,True,False
2025-06,2025-06-14,NFCU AMEX,Finance Charges (Credit Cards),Finance Charges,-6.40,,6.40,False,False
2025-06,2025-06-14,NFCU Cash Rewards Visa,Healthcare (Medication),Medical/Healthcare,-22.52,,22.52,False,True
2025-06,2025-06-14,NFCU Vehicle Loan,Transfer between accounts,Transfers (Internal),561.00,561.00,,False,False
2025-06,2025-06-14,NFCU Vehicle Loan,Finance Charges (Loans),Finance Charges,-91.29,,91.29,False,False
2025-06,2025-06-15,BofA Checking,Insurance (Home),Insurance (Auto/Home/Umbrella/Misc),-91.75,0.00,91.75,False,True
2025-06,2025-06-15,BofA Checking,Insurance (Umbrella),Insurance (Auto/Home/Umbrella/Misc),-9.67,0.00,9.67,False,True
2025-06,2025-06-17,NFCU Cash Rewards Visa,Healthcare (Psychiatry),Medical/Healthcare,-25.00,,25.00,False,True
2025-06,2025-06-18,NFCU Cash Rewards Visa,Healthcare (Medication),Medical/Healthcare,-42.82,,42.82,False,True
2025-06,2025-06-18,NFCU Cash Rewards Visa,Healthcare (Therapy),Medical/Healthcare,-25.00,,25.00,False,True
2025-06,2025-06-18,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-63.76,,63.76,False,True
2025-06,2025-06-19,BofA Checking,Salary - UPMC,"Income (Salary, Interest Earned/Tax Refunds)",250.00,250.00,,True,False
2025-06,2025-06-19,BofA Checking,Transfer between accounts,Transfers (Internal),-107.78,,107.78,False,False
2025-06,2025-06-19,NFCU Cash Rewards Visa,Utilities (Electricity),Utilities,-107.78,,107.78,False,True
2025-06,2025-06-19,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),107.78,107.78,,False,False
2025-06,2025-06-19,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-06,2025-06-20,NFCU Checking,Daycare,Daycare,-136.52,,136.52,False,True
2025-06,2025-06-21,NFCU Checking,Gifts (Special Occasion),Gifts (Discretionary),-10.00,,10.00,False,True
2025-06,2025-06-22,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",5.00,5.00,,True,False
2025-06,2025-06-24,NFCU Cash Rewards Visa,Healthcare (Therapy),Medical/Healthcare,-25.00,,25.00,False,True
2025-06,2025-06-24,NFCU Checking,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",50.00,50.00,,True,False
2025-06,2025-06-24,NFCU Cash Rewards Visa,Housing (Home Goods),Housing (Repairs/Mortgage/Taxes),-52.95,,52.95,False,True
2025-06,2025-06-25,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-29.73,,29.73,False,True
2025-06,2025-06-25,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-13.76,,13.76,False,True
2025-06,2025-06-25,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-15.16,,15.16,False,True
2025-06,2025-06-25,NFCU Cash Rewards Visa,Healthcare (Therapy),Medical/Healthcare,-25.00,,25.00,False,True
2025-06,2025-06-26,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-35.00,,35.00,False,True
2025-06,2025-06-26,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-61.96,,61.96,False,True
2025-06,2025-06-26,NFCU Cash Rewards Visa,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-22.61,,22.61,False,True
2025-06,2025-06-27,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-36.00,,36.00,False,True
2025-06,2025-06-27,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-63.16,,63.16,False,True
2025-06,2025-06-27,NFCU Checking,Daycare,Daycare,-50.00,,50.00,False,True
2025-06,2025-06-27,NFCU Checking,Daycare,Daycare,-60.76,,60.76,False,True
2025-06,2025-06-27,BofA Checking,Utilities (Internet),Utilities,-44.99,,44.99,False,True
2025-06,2025-06-28,NFCU AMEX,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-37.68,,37.68,False,True
2025-06,2025-06-28,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-6.50,,6.50,False,True
2025-06,2025-06-30,NFCU Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",2185.42,2185.42,,True,False
2025-06,2025-06-30,FSA Dependent,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",208.33,208.33,,True,False
2025-06,2025-06-30,BofA Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",242.82,242.82,,True,False
2025-06,2025-06-30,NFCU Cash Rewards Visa,Utilities (Streaming Services),Utilities,-16.39,,16.39,False,True
2025-06,2025-06-30,NFCU Checking,Transfer between accounts,Transfers (Internal),-2000.00,,2000.00,False,False
2025-06,2025-06-30,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),2000.00,2000.00,,False,False
2025-06,2025-06-30,NFCU Checking,Transfer between accounts,Transfers (Internal),-400.00,,400.00,False,False
2025-06,2025-06-30,NFCU AMEX,Credit Card Payments,Transfers (Internal),400.00,400.00,,False,False
2025-07,2025-07-01,BofA Checking,Transfer between accounts,Transfers (Internal),-16.39,,16.39,False,False
2025-07,2025-07-01,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),16.39,16.39,,False,False
2025-07,2025-07-01,NFCU Checking,Loan Payments (Mortgage Payments),Housing (Repairs/Mortgage/Taxes),-550.00,,550.00,False,True
2025-07,2025-07-01,NFCU Cash Rewards Visa,Utilities (Natural Gas),Utilities,-48.18,,48.18,False,True
2025-07,2025-07-01,BofA Checking,Transfer between accounts,Transfers (Internal),-48.18,,48.18,False,False
2025-07,2025-07-01,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),48.18,48.18,,False,False
2025-06,2025-06-30,NFCU Checking,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",0.37,0.37,,True,False
2025-06,2025-06-30,NFCU Savings,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",3.73,3.73,,True,False
2025-06,2025-06-30,NFCU AMEX,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-36.30,,36.30,False,True
2025-06,2025-06-30,NFCU Cash Rewards Visa,Personal (Subscriptions),Personal/Lifestyle (Discretionary),-21.20,,21.20,False,True
2025-06,2025-06-30,NFCU Cash Rewards Visa,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-10.90,,10.90,False,True
2025-07,2025-07-01,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",54.17,54.17,,True,False
2025-06,2025-06-30,Lending Club Savings,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",28.64,28.64,,True,False
2025-07,2025-07-01,BofA Checking,Transfer between accounts,Transfers (Internal),-250.00,,250.00,False,False
2025-07,2025-07-01,Lending Club Savings,Transfer between accounts,Transfers (Internal),250.00,250.00,,False,False
2025-07,2025-07-01,NFCU Checking,Personal (Subscriptions),Personal/Lifestyle (Discretionary),-5.87,,5.87,False,True
2025-07,2025-07-02,NFCU AMEX,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-17.39,,17.39,False,True
2025-06,2025-06-16,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-32.00,,32.00,False,True
2025-07,2025-07-03,BofA Checking,Salary - UPMC,"Income (Salary, Interest Earned/Tax Refunds)",250.00,250.00,,True,False
2025-07,2025-07-03,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-07,2025-07-04,NFCU Cash Rewards Visa,Healthcare (Therapy),Medical/Healthcare,-25.00,,25.00,False,True
2025-07,2025-07-06,FSA Dependent,Transfer between accounts,Transfers (Internal),-416.66,,416.66,False,False
2025-07,2025-07-06,NFCU Checking,Transfer between accounts,Transfers (Internal),416.66,416.66,,False,False
2025-07,2025-07-06,FSA Health,Transfer between accounts,Transfers (Internal),-349.75,,349.75,False,False
2025-07,2025-07-06,NFCU Checking,Transfer between accounts,Transfers (Internal),349.75,349.75,,False,False
2025-07,2025-07-04,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-12.00,,12.00,False,True
2025-07,2025-07-06,NFCU Cash Rewards Visa,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-116.53,,116.53,False,True
2025-07,2025-07-04,NFCU Cash Rewards Visa,Transportation (Satellite Radio),Transportation Expenses,-21.38,,21.38,False,True
2025-07,2025-07-08,BofA Checking,Transfer between accounts,Transfers (Internal),-21.38,,21.38,False,False
2025-07,2025-07-08,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),21.38,21.38,,False,False
2025-07,2025-07-06,NFCU Cash Rewards Visa,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-19.22,,19.22,False,True
